"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","bystander_condition","condition","participant","age","gender","inquiry","stimulus","response","item_type","question_order","block_type"
"true","1384","fullscreen","0","null","2402","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","","","",""
"","686","html-keyboard-response","1","2.0.0","3091","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","Welcome to the experiment. Press any key to begin."," ","","",""
"","4443","survey-text","2","2.0.0","7539","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""participant_id"":""A18534325""}","","",""
"","4096","html-keyboard-response","3","2.0.0","11636","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","
   <p>In this experiment, you will be presented with potential scenarios.</p><p>Please read through these carefully.</p>
   <p>You will answer a series of questions afterwards.</p>
   <p>Press any key to begin.</p>
 "," ","","",""
"","9727","html-button-response","4","2.0.0","21366","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","<p>Two people, J and N, were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars.</p><p> Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each person considered whether they should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>","0","","",""
"","4743","html-button-response","5","2.0.0","26111","pzxdrg5m16h","quick","immoral","A18534325","21","Female",""," <p> J saw their decision as an easy one and was <i> able to decide quickly. J pocketed the money and drove off. </i></p><p> In contrast, N saw their decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in their car, <i> N too decided to pocket the money and drive off.</i></p>","0","immoral_stimulus_1","",""
"","5517","survey-likert","6","2.0.0","31631","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""j_manipulation_check"":4,""n_manipulation_check"":2}","","[0,1]",""
"","5648","survey-likert","7","2.0.0","37280","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""j_standards_eval"":1,""n_standards_eval"":4}","","[0,1]","standards"
"","4825","survey-likert","8","2.0.0","42107","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""n_principles_eval"":3,""j_principles_eval"":3}","","[1,0]","principles"
"","3569","survey-likert","9","2.0.0","45678","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""j_deepness_eval"":3,""n_deepness_eval"":3}","","[0,1]","depth"
"","6546","survey-likert","10","2.0.0","52226","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""j_cert_conflicted_RS"":3,""n_cert_conflicted_RS"":3,""j_cert_reservations_RS"":3,""n_cert_reservations_RS"":3}","","[0,1,2,3]","certainty"
"","7526","survey-likert","11","2.0.0","59754","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""j_cert_quite_certain"":3,""n_cert_quite_certain"":3,""j_cert_far_from_alternative"":3,""n_cert_far_from_alternative"":3}","","[0,1,2,3]","certainty"
"","8108","survey-likert","12","2.0.0","67865","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""j_imp_calm_contained_RS"":4,""n_imp_calm_contained_RS"":4,""j_imp_upset_acted_without_thinking"":4,""n_imp_upset_acted_without_thinking"":4}","","[0,1,2,3]","emotional_impulsivity"
"","7198","html-button-response","13","2.0.0","75065","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","<p> The next day, B was leaving the local grocery store when they also spotted a lost wallet next to their car.</p><p> Upon picking up the wallet and looking inside, B found several hundred dollars in cash. </p>","0","","",""
"","4813","html-button-response","14","2.0.0","79879","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","<p> B saw their decision as an easy one and was <i> able to decide quickly </i>. B left the wallet where they found it and drove off. </i></p>","0","byst_scenario_quick","",""
"","3265","survey-likert","15","2.0.0","83146","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""b_standards_eval"":3}","","[0]","byst_standards"
"","2281","survey-likert","16","2.0.0","85429","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""b_principles_eval"":3}","","[0]","byst_principles"
"","4791","survey-likert","17","2.0.0","90221","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""b_deepness_eval"":3}","","[0]","byst_depth"
"","6287","survey-likert","18","2.0.0","96510","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""b_imp_upset_acted_without_thinking"":3,""b_imp_calm_contained_RS"":3}","","[1,0]","byst_emotional_impulsivity"
"","6570","survey-likert","19","2.0.0","103082","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""B_cert_far_from_alternative"":3,""B_cert_quite_certain"":3,""B_cert_reservations_RS"":3,""B_cert_conflicted_RS"":3}","","[3,2,1,0]","byst_certainty"
"","2195","survey-text","20","2.0.0","105279","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""participant_age"":""21""}","","",""
"","5315","survey-text","21","2.0.0","110598","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""gender"":""Female""}","","",""
"","11201","survey-likert","22","2.0.0","121803","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""ma_think_through"":3,""ma_outcomes_matter"":3,""ma_gut_feelings"":3,""ma_character_reflective"":3,""ma_some_actions_wrong"":3}","","[1,2,0,4,3]","moral_attitudes"
"","24845","survey-text","23","2.0.0","146652","pzxdrg5m16h","quick","immoral","A18534325","21","Female","","","{""Q0"":""I think this experiment was about how decision time influences judgment of moral character""}","","",""
